1,SH 16,28,4.24,6,0,1,1,1,1
2,Williamson Ave,24,4.46,2,0,1,1,1,2
3,Jervois Rd,28,5.04,0,0,1,1,1,1
4,195,29,3.15,11,14,2,3,2,3
5,87,30,3.15,15,17,2,3,2,3
6,135,30,3.15,17,17,2,3,2,3
7,90,31,3.15,29,17,2,3,2,3
8,Great North Rd,23,1,0,0,3,2,3,4
9,Te Ara I Whiti - The Lightpath,29,1,7,0,3,2,3,4
10,Williamson Ave,22,1,0,0,3,2,3,4
11,Williamson Ave,66,1,44,66,3,2,3,4
12,Franklin Rd,67,1,45,67,3,2,3,4
13,Old Mill Rd and Franklin Rd,68,1,46,68,3,2,3,4
